"Date","Airtemp_min","Airtemp_avg","Airtemp_max","Dewpoint_min","Soiltemp_avg","Soiltemp_max","Soiltemp_min","Snow_height","Precipitation","Cloud_O","Cloud_H","Windspeedavg_ms","Windspeedmax_ms","atmopressure_gPa","SaturationDeficit_Avg_gPa","SaturationDeficit_Max_gPa","Humidityavg_%","Humiditymin_%","Partialpressure_avg_gPa","Partialpressure_max_gPa"
"2014-11-13","-5","-2","0","-4.3","-2","0","-5","","0","2","2","2.9","4","1008.4","0.76","1.11","87","82","0.76","1.11"
"2014-11-14","-3","-1","0","-3.7","-1","0","-3","","3.1","2","2","3","5","1008.5","0.50","1.38","92","79","0.50","1.38"
"2014-11-15","-15","-10","-3","-13.2","-10","-3","-15","","0","6","6","2.3","3","1013.5","0.51","0.94","84","74","0.51","0.94"
"2014-11-16","-16","-13","-10","-15.1","-13","-10","-16","","0","5","6","1","2","1013.7","0.34","0.48","86","83","0.34","0.48"
"2014-11-17","-25","-18","-13","-25.5","-18","-13","-25","","0","6","1","0.8","3","1017.2","0.29","0.34","82","78","0.29","0.34"
"2014-11-18","-26","-18","-10","-28","-18","-10","-26","","0","4","7","2.1","4","1012","0.36","0.74","79","73","0.36","0.74"
"2014-11-19","-12","-6","-3","-13.3","-6","-3","-12","","0","2","4","4.1","6","1010.9","0.88","1.13","78","73","0.88","1.13"
"2014-11-20","-8","-6","-4","-11.1","-6","-4","-8","","0","2","2","4.1","6","1007.8","0.99","1.23","75","68","0.99","1.23"
"2014-11-21","-7","-4","0","-9","-4","0","-7","","0.5","2","3","4.3","5","1004.2","1.1","1.66","80","73","1.1","1.66"
"2014-11-22","-6","-2","0","-5.4","-2","0","-6","","0.2","2","5","3.3","5","1006.4","0.84","1.18","85","79","0.84","1.18"
"2014-11-23","-24","-9","-1","-25.6","-9","-1","-24","","2.9","3","3","7.1","11","997.4","0.56","0.70","79","57","0.56","0.70"
"2014-11-24","-33","-26","-21","-30.8","-26","-21","-33","","0","1","7","2.8","5","1015.9","0.25","0.38","70","62","0.25","0.38"
"2014-11-25","-24","-14","-8","-22.6","-14","-8","-24","","0","5","4","4.4","6","1008.7","0.91","1.21","61","56","0.91","1.21"
"2014-11-26","-10","-8","-6","-12.9","-8","-6","-10","","0.8","2","6","5.4","7","999.4","0.83","1.22","77","66","0.83","1.22"
"2014-11-27","-28","-14","-7","-24.3","-14","-7","-28","","0.2","6","6","6.4","10","1007.1","0.78","1.29","69","58","0.78","1.29"
"2014-11-28","-32","-26","-20","-32.5","-26","-20","-32","","0","1","7","0.9","2","1027","0.26","0.53","73","61","0.26","0.53"
"2014-11-29","-23","-13","-10","-22.5","-13","-10","-23","","0.5","6","4","3.6","6","1022.3","0.46","0.63","77","74","0.46","0.63"
"2014-11-30","-10","-8","-6","-13.7","-8","-6","-10","","1.2","2","5","3.8","5","1012.4","0.45","0.64","86","83","0.45","0.64"
"2014-12-01","-10","-8","-5","-12.2","-8","-5","-10","","0.4","2","3","4.5","6","1008.2","0.46","0.64","87","79","0.46","0.64"
"2014-12-02","-15","-12","-9","-18.2","-12","-9","-15","","0","2","6","2.3","4","1007.9","0.60","1.10","76","59","0.60","1.10"
"2014-12-03","-24","-15","-10","-23.4","-15","-10","-24","","8.2","6","4","3.1","7","997.1","0.30","0.39","84","80","0.30","0.39"
"2014-12-04","-35","-24","-13","-32.8","-24","-13","-35","","3.4","3","3","3.6","6","1000.5","0.34","0.60","70","59","0.34","0.60"
"2014-12-05","-26","-16","-10","-25.6","-16","-10","-26","","2.1","6","4","4.1","6","998.4","0.38","0.64","81","74","0.38","0.64"
"2014-12-06","-32","-24","-18","-31.9","-24","-18","-32","","0.2","3","6","2.4","4","1004","0.21","0.27","80","71","0.21","0.27"
"2014-12-07","-37","-29","-17","-35.8","-29","-17","-37","","0","6","7","2.3","6","1015","0.18","0.50","75","69","0.18","0.50"
"2014-12-08","-17","-9","-4","-18.7","-9","-4","-17","","1.9","2","4","5.6","9","1014.7","0.64","0.93","81","77","0.64","0.93"
"2014-12-09","-17","-9","-5","-18.8","-9","-5","-17","","0","3","3","2.9","3","1025.2","0.98","1.73","71","52","0.98","1.73"
"2014-12-10","-20","-14","-11","-21.8","-14","-11","-20","","0","2","4","4.4","6","1024.6","1","1.41","56","47","1","1.41"
"2014-12-11","-16","-10","-6","-18.4","-10","-6","-16","","2.7","2","6","3.6","5","1015.4","0.73","1.12","74","62","0.73","1.12"
"2014-12-12","-14","-10","-6","-16","-10","-6","-14","","0","2","6","2.5","3","1021.6","0.24","0.63","92","84","0.24","0.63"
"2014-12-13","-15","-11","-8","-16.1","-11","-8","-15","","0","6","6","2.6","4","1024.3","0.54","1.04","84","75","0.54","1.04"
"2014-12-14","-11","-8","-6","-12.1","-8","-6","-11","","0","4","4","3.8","5","1023","1.3","1.76","68","58","1.3","1.76"
"2014-12-15","-13","-10","-6","-15","-10","-6","-13","","0","6","4","3.9","6","1017.8","0.97","1.75","73","56","0.97","1.75"
"2014-12-16","-8","-7","-5","-9.8","-7","-5","-8","","2.4","0","0","2.4","4","1016.7","0.28","0.45","92","87","0.28","0.45"
"2014-12-17","-16","-10","-5","-15.2","-10","-5","-16","","0","2","2","1.6","3","1022.8","0.22","0.34","92","86","0.22","0.34"
"2014-12-18","-20","-15","-12","-20.2","-15","-12","-20","","0","3","3","1.4","2","1021.1","0.27","0.34","86","84","0.27","0.34"
"2014-12-19","-20","-18","-13","-17.1","-18","-13","-20","","0","4","7","1.6","2","1016.9","0.37","0.55","83","81","0.37","0.55"
"2014-12-20","-23","-15","-6","-19.2","-15","-6","-23","","0","6","4","2.4","4","1009.9","0.77","1.33","71","63","0.77","1.33"
"2014-12-21","-6","-5","-3","-9.1","-5","-3","-6","","0.8","2","2","4.1","5","1003.4","0.57","0.83","87","79","0.57","0.83"
"2014-12-22","-4","-3","-1","-6","-3","-1","-4","","2","2","2","3.8","6","1003.2","0.44","0.65","91","87","0.44","0.65"
"2014-12-23","-3","-1","0","-4.2","-1","0","-3","","0","2","2","3.9","5","1002.8","0.70","0.88","88","83","0.70","0.88"
"2014-12-24","-3","-2","0","-5.2","-2","0","-3","","3.4","2","2","3.5","4","995.1","0.52","0.90","90","82","0.52","0.90"
"2014-12-25","-10","-6","-3","-9.6","-6","-3","-10","","3.1","2","3","3.4","5","988.7","0.64","0.79","85","80","0.64","0.79"
"2014-12-26","-8","-5","-4","-9","-5","-4","-8","","1.4","2","2","4.6","7","986.4","0.63","0.79","85","82","0.63","0.79"
"2014-12-27","-18","-12","-5","-18.4","-12","-5","-18","","0.3","3","3","3.5","4","994.2","0.72","0.93","75","66","0.72","0.93"
"2014-12-28","-24","-20","-17","-23.3","-20","-17","-24","","0","7","7","3.5","4","1014.5","0.46","0.69","71","63","0.46","0.69"
"2014-12-29","-32","-24","-14","-33.7","-24","-14","-32","","0","4","4","3","9","1020.1","0.29","0.74","75","67","0.29","0.74"
"2014-12-30","-18","-13","-8","-18.3","-13","-8","-18","","0.3","2","5","5.8","13","1003.5","0.54","0.67","78","69","0.54","0.67"
"2014-12-31","-18","-11","-6","-18.2","-11","-6","-18","","4.9","2","6","3.3","5","1002.1","0.66","1.01","77","67","0.66","1.01"
"2015-01-01","-25","-11","-5","-26.1","-11","-5","-25","","1.9","3","3","3.4","5","989.9","0.50","0.72","82","72","0.50","0.72"
"2015-01-02","-36","-31","-25","-37.7","-31","-25","-36","","0","4","7","1.4","2","999.9","0.16","0.22","73","71","0.16","0.22"
"2015-01-03","-42","-34","-22","-38.9","-34","-22","-42","","0","5","7","0.4","3","1005.8","0.15","0.29","72","69","0.15","0.29"
"2015-01-04","-22","-8","-2","-20.1","-8","-2","-22","","0.2","2","2","6.3","9","995.5","0.63","0.91","81","69","0.63","0.91"
"2015-01-05","-4","-3","-1","-5.4","-3","-1","-4","","0.4","2","2","3.9","6","993","0.70","0.90","87","82","0.70","0.90"
"2015-01-06","-6","-4","-3","-7.6","-4","-3","-6","","0","2","2","5.5","7","1000.8","0.64","0.92","86","80","0.64","0.92"
"2015-01-07","-13","-8","-2","-12.8","-8","-2","-13","","1.6","3","6","4.9","7","997.1","0.62","1.11","83","76","0.62","1.11"
"2015-01-08","-20","-11","-7","-17.5","-11","-7","-20","","6.8","2","4","2.6","6","995.2","0.35","0.45","87","84","0.35","0.45"
"2015-01-09","-30","-22","-11","-29.8","-22","-11","-30","","0.5","3","3","4","8","995.2","0.36","0.47","69","61","0.36","0.47"
"2015-01-10","-26","-20","-15","-24","-20","-15","-26","","0.2","6","4","4.5","6","1006.5","0.39","0.60","73","69","0.39","0.60"
"2015-01-11","-27","-20","-14","-24.1","-20","-14","-27","","0","1","7","4.6","6","1013.4","0.70","1.02","61","49","0.70","1.02"
"2015-01-12","-33","-27","-18","-29.3","-27","-18","-33","","0","7","7","1.5","3","1014.3","0.35","0.65","71","59","0.35","0.65"
"2015-01-13","-23","-12","-2","-20.2","-12","-2","-23","","3.9","5","6","6.3","11","1004.9","0.58","1.10","80","74","0.58","1.10"
"2015-01-14","-12","-6","-2","-10.3","-6","-2","-12","","0","6","6","3.5","6","998","0.61","0.86","85","80","0.61","0.86"
"2015-01-15","-7","-4","-3","-6.2","-4","-3","-7","","0.2","2","2","4.6","6","1002.6","0.71","0.90","85","82","0.71","0.90"
"2015-01-16","-14","-6","-1","-10.9","-6","-1","-14","","0","2","5","4","6","1007.6","0.64","0.87","86","83","0.64","0.87"
"2015-01-17","-7","-5","-2","-8.7","-5","-2","-7","","1.2","2","2","4.3","6","1003.2","0.65","1.55","86","69","0.65","1.55"
"2015-01-18","-7","-6","-4","-9.5","-6","-4","-7","","0","2","2","3.8","7","1009.6","0.85","1.24","79","72","0.85","1.24"
"2015-01-19","-11","-9","-7","-13","-9","-7","-11","","0","2","2","6.1","8","1000.7","0.51","0.63","84","80","0.51","0.63"
"2015-01-20","-12","-8","-4","-11","-8","-4","-12","","1.9","6","4","3.3","5","997.9","0.44","0.62","88","85","0.44","0.62"
"2015-01-21","-19","-14","-8","-20.3","-14","-8","-19","","0.8","3","3","4.4","7","998.8","0.54","0.83","75","67","0.54","0.83"
"2015-01-22","-25","-19","-11","-23.6","-19","-11","-25","","0.6","6","6","2.6","5","1002.4","0.34","0.59","82","77","0.34","0.59"
"2015-01-23","-36","-29","-21","-32.9","-29","-21","-36","","0","1","7","1.8","3","1018.7","0.17","0.29","75","66","0.17","0.29"
"2015-01-24","-40","-35","-23","-38.9","-35","-23","-40","","0","6","7","0.3","2","1030.4","0.12","0.19","72","70","0.12","0.19"
"2015-01-25","-39","-30","-22","-39.1","-30","-22","-39","","0","4","7","1","2","1036.5","0.15","0.21","73","70","0.15","0.21"
"2015-01-26","-30","-24","-20","-30.7","-24","-20","-30","","0","4","7","3.9","6","1029","0.25","0.34","73","68","0.25","0.34"
"2015-01-27","-22","-18","-13","-22.6","-18","-13","-22","","0","2","1","4.5","6","1020.1","0.53","1.00","69","54","0.53","1.00"
"2015-01-28","-24","-21","-16","-26.4","-21","-16","-24","","0","6","7","3.9","5","1019.4","0.51","0.69","63","56","0.51","0.69"
"2015-01-29","-22","-20","-14","-25.9","-20","-14","-22","","0","6","7","4.1","5","1017.4","0.73","1.06","54","45","0.73","1.06"
"2015-01-30","-22","-19","-13","-24.9","-19","-13","-22","","0","7","7","2.4","3","1017.3","0.77","1.03","55","51","0.77","1.03"
"2015-01-31","-30","-22","-12","-27.5","-22","-12","-30","","0","4","7","1","2","1018.3","0.56","1.19","65","46","0.56","1.19"
"2015-02-01","-30","-23","-12","-28.9","-23","-12","-30","","0","6","7","0.5","2","1019.6","0.42","0.93","68","50","0.42","0.93"
"2015-02-02","-30","-25","-12","-29.8","-25","-12","-30","","0","5","7","0.6","2","1025.3","0.38","0.91","70","53","0.38","0.91"
"2015-02-03","-28","-20","-10","-25.8","-20","-10","-28","","0","4","7","1.5","3","1023.3","0.76","1.41","63","49","0.76","1.41"
"2015-02-04","-27","-20","-9","-25.1","-20","-9","-27","","0","5","7","1.5","3","1022.7","0.53","1.13","69","54","0.53","1.13"
"2015-02-05","-29","-24","-12","-28.8","-24","-12","-29","","0","4","7","1.8","4","1020.3","0.30","0.60","74","67","0.30","0.60"
"2015-02-06","-25","-17","-8","-22.8","-17","-8","-25","","0","6","1","1.6","4","1010.8","0.62","1.30","71","58","0.62","1.30"
"2015-02-07","-19","-14","-8","-19","-14","-8","-19","","0","2","4","0.5","1","1002.2","0.35","0.55","84","79","0.35","0.55"
"2015-02-08","-18","-10","-5","-15","-10","-5","-18","","0.6","2","6","3.5","6","996","0.41","0.82","88","81","0.41","0.82"
"2015-02-09","-18","-7","-2","-16.1","-7","-2","-18","","8.6","3","3","3.8","7","988.9","0.45","0.83","86","72","0.45","0.83"
"2015-02-10","-18","-14","-6","-19.7","-14","-6","-18","","0","6","7","4.4","6","1004.2","0.80","1.21","68","59","0.80","1.21"
"2015-02-11","-22","-16","-9","-21.2","-16","-9","-22","","0","1","7","3.8","5","1001.1","0.50","0.83","77","73","0.50","0.83"
"2015-02-12","-18","-10","-2","-14.4","-10","-2","-18","","0.2","6","4","4.4","7","992.4","0.84","1.43","76","64","0.84","1.43"
"2015-02-13","-17","-11","-5","-14.3","-11","-5","-17","","0","4","4","5","7","998.7","0.61","0.93","82","77","0.61","0.93"
"2015-02-14","-14","-9","-5","-13","-9","-5","-14","","0","6","7","3.3","4","1000.8","0.75","1.03","79","73","0.75","1.03"
"2015-02-15","-28","-18","-3","-22.3","-18","-3","-28","","0","4","7","1.8","3","1007.9","0.56","1.12","77","63","0.56","1.12"
"2015-02-16","-20","-14","-8","-17.8","-14","-8","-20","","0","5","4","2.5","4","1001.1","0.50","0.74","77","69","0.50","0.74"
"2015-02-17","-31","-17","-13","-27.9","-17","-13","-31","","0","3","3","2.3","6","1008.7","0.42","0.59","74","59","0.42","0.59"
"2015-02-18","-34","-20","-10","-31.1","-20","-10","-34","","0.6","4","7","1.9","3","1012.9","0.44","0.73","71","66","0.44","0.73"
"2015-02-19","-28","-19","-11","-26.7","-19","-11","-28","","0","6","7","2","3","1015.7","0.57","1.07","65","45","0.57","1.07"
"2015-02-20","-29","-17","-8","-26.2","-17","-8","-29","","1.1","4","4","2.1","3","1009.7","0.66","1.23","65","49","0.66","1.23"
"2015-02-21","-28","-18","-10","-28","-18","-10","-28","","0.5","3","6","1.9","3","1000.5","0.39","0.59","76","63","0.39","0.59"
"2015-02-22","-28","-7","-2","-18.4","-7","-2","-28","","0","2","6","2.9","4","1002.5","0.64","1.11","83","79","0.64","1.11"
"2015-02-23","-14","-8","0","-11.6","-8","0","-14","","0","4","4","3.8","6","1013.4","0.59","1.14","85","75","0.59","1.14"
"2015-02-24","-11","-6","-1","-10.7","-6","-1","-11","","0","4","4","5.6","7","1010.8","0.80","1.43","82","75","0.80","1.43"
"2015-02-25","-13","-6","0","-9.8","-6","0","-13","","0","7","7","3.9","6","1017.3","1.6","2.84","70","56","1.6","2.84"
"2015-02-26","-12","-8","-2","-12.6","-8","-2","-12","","0","6","6","2.5","3","1019.8","0.60","1.14","84","76","0.60","1.14"
"2015-02-27","-14","-9","0","-13.9","-9","0","-14","","0","4","7","3.3","5","1018.9","0.84","1.90","79","65","0.84","1.90"
"2015-02-28","-17","-7","0","-14.2","-7","0","-17","","0","6","6","1.9","4","1019.8","1.1","2.37","75","63","1.1","2.37"
"2015-03-01","-11","-5","0","-11","-5","0","-11","","0","2","2","1.3","2","1025.7","1.2","2.02","75","64","1.2","2.02"
"2015-03-02","-17","-5","0","-13.6","-5","0","-17","","0","3","3","1.3","2","1022","1.2","1.57","75","66","1.2","1.57"
"2015-03-03","-20","-14","-1","-19.2","-14","-1","-20","","0","0","0","0.3","1","1018.6","0.25","0.94","90","75","0.25","0.94"
"2015-03-04","-26","-16","-3","-24","-16","-3","-26","","0","1","7","1.9","3","1016.2","0.36","0.84","84","74","0.36","0.84"
"2015-03-05","-21","-15","-4","-20.6","-15","-4","-21","","0","4","7","2.4","3","1015.2","0.36","0.84","86","76","0.36","0.84"
"2015-03-06","-23","-14","-4","-17.4","-14","-4","-23","","0","4","1","3.4","6","1021","0.57","1.34","82","65","0.57","1.34"
"2015-03-07","-24","-16","-8","-25.6","-16","-8","-24","","0","1","1","5.3","10","1025.3","0.54","0.87","71","62","0.54","0.87"
"2015-03-08","-33","-21","-12","-27","-21","-12","-33","","0","4","7","3.6","5","1020.1","0.40","0.78","74","64","0.40","0.78"
"2015-03-09","-18","-12","-4","-20.6","-12","-4","-18","","0","2","6","2.3","4","1010.8","0.57","0.93","77","71","0.57","0.93"
"2015-03-10","-16","-8","-4","-12.3","-8","-4","-16","","3.7","2","5","5.4","8","997.8","0.51","1.22","85","68","0.51","1.22"
"2015-03-11","-6","-2","0","-6.2","-2","0","-6","","4.3","2","3","4","7","999.2","1.3","2.59","80","63","1.3","2.59"
"2015-03-12","-11","-5","-1","-11.5","-5","-1","-11","","0","6","6","4","6","1012.1","0.84","1.23","81","75","0.84","1.23"
"2015-03-13","-4","-1","0","-5.2","-1","0","-4","","1.8","2","2","2.5","3","1010.1","0.85","1.96","87","68","0.85","1.96"
"2015-03-14","-15","-5","0","-11.3","-5","0","-15","","0","3","5","1.4","4","1011.5","1.3","2.58","76","59","1.3","2.58"
"2015-03-15","-16","-7","0","-11.6","-7","0","-16","","0","4","4","3.9","8","1005.3","1.3","2.92","77","55","1.3","2.92"
"2015-03-16","-7","-2","0","-11.8","-2","0","-7","","0.4","2","3","3.9","6","1011.5","1.1","1.78","79","63","1.1","1.78"
"2015-03-17","-22","-12","-1","-17.8","-12","-1","-22","","0","4","4","2.9","5","1018.9","1.1","2.52","71","49","1.1","2.52"
"2015-03-18","-15","-6","0","-10.1","-6","0","-15","","0","6","7","2.5","4","1013.4","1.2","2.64","78","66","1.2","2.64"
"2015-03-19","-10","-4","0","-9.1","-4","0","-10","","0","1","7","2.3","3","1011","1.5","3.69","75","54","1.5","3.69"
"2015-03-20","-17","-8","0","-15","-8","0","-17","","0","4","7","2","5","1010.8","0.86","2.00","82","65","0.86","2.00"
"2015-03-21","-11","-5","0","-11.1","-5","0","-11","","0","4","7","4.6","6","1006.1","1.5","3.15","71","55","1.5","3.15"
"2015-03-22","-8","-3","0","-7.7","-3","0","-8","","0.3","2","4","2.4","4","995.4","1.3","2.23","78","66","1.3","2.23"
"2015-03-23","-2","0","0","-3","0","0","-2","","0","3","3","4.5","7","989.9","0.95","1.64","86","76","0.95","1.64"
"2015-03-24","-8","-2","0","-13.6","-2","0","-8","","0.4","6","6","5.5","9","990.4","1.6","2.83","71","46","1.6","2.83"
"2015-03-25","-16","-6","0","-16.8","-6","0","-16","","0","6","7","3.6","5","1005.4","1.3","2.40","66","51","1.3","2.40"
"2015-03-26","-8","-2","0","-12.3","-2","0","-8","","0.3","3","6","5.6","8","1002.6","1.6","2.90","70","51","1.6","2.90"
"2015-03-27","-19","-9","0","-17.2","-9","0","-19","","0","7","7","2.8","5","1013.8","1.1","2.16","68","49","1.1","2.16"
"2015-03-28","-20","-12","-2","-20.6","-12","-2","-20","","0","7","7","5","9","1021","0.81","1.22","67","59","0.81","1.22"
"2015-03-29","-22","-12","0","-23","-12","0","-22","","0","7","7","3.8","5","1028.9","1.1","2.02","57","43","1.1","2.02"
"2015-03-30","-20","-9","0","-20.8","-9","0","-20","","0","7","7","2.3","3","1020.8","1.6","3.13","55","47","1.6","3.13"
"2015-03-31","-17","-8","0","-17.1","-8","0","-17","","0","4","4","0.9","3","1017","1.3","3.03","73","50","1.3","3.03"
"2015-04-01","-16","-7","0","-15.2","-7","0","-16","","0","4","7","0.3","1","1016.5","1.6","4.45","74","41","1.6","4.45"
"2015-04-02","-14","-6","0","-11.6","-6","0","-14","","0","7","7","0.6","2","1019.7","1.8","4.28","69","44","1.8","4.28"
"2015-04-03","-16","-6","0","-15.8","-6","0","-16","","0","7","7","1.1","3","1018.9","1.6","4.50","74","45","1.6","4.50"
"2015-04-04","-11","-5","0","-9.1","-5","0","-11","","0","7","7","2.3","5","1017.8","1.5","3.61","76","56","1.5","3.61"
"2015-04-05","-9","-3","0","-7.1","-3","0","-9","","0","1","1","3","5","1021","1.3","2.61","79","65","1.3","2.61"
"2015-04-06","-10","-3","0","-9","-3","0","-10","","0","7","7","3.5","5","1018.9","1.6","2.75","73","63","1.6","2.75"
"2015-04-07","-4","-1","0","-5.2","-1","0","-4","","0","6","4","1.9","3","1012.2","1.3","2.43","80","66","1.3","2.43"
"2015-04-08","-3","-1","0","-3.7","-1","0","-3","","0","4","4","3.6","6","1012.4","1.2","2.41","84","70","1.2","2.41"
"2015-04-09","-2","3","11","-4.2","3","11","-2","","0","4","4","3.9","5","1010.7","2.4","4.85","71","48","2.4","4.85"
"2015-04-10","4","7","13","0.8","7","13","4","","0.1","2","5","4.3","6","998.3","2.5","3.7","74","66","2.5","3.7"
"2015-04-11","2","5","9","0.5","5","9","2","","1.9","2","2","2.4","3","999.2","0.86","2.19","89","74","0.86","2.19"
"2015-04-12","0","5","15","-1.2","5","15","0","","0","6","6","4.4","8","996.4","1.6","3.8","81","64","1.6","3.8"
"2015-04-13","-1","4","12","-4.4","4","12","-1","","0","4","4","3.6","5","1001.3","2.1","5.7","75","44","2.1","5.7"
"2015-04-14","-1","5","16","-6.2","5","16","-1","","0","4","7","2.9","4","1008.3","3.9","7.7","58","34","3.9","7.7"
"2015-04-15","-2","7","20","-6.3","7","20","-2","","0","4","7","1","2","997.4","4.4","10.6","62","27","4.4","10.6"
"2015-04-16","0","9","20","-5.5","9","20","0","","0","4","4","1.6","4","1000.2","5.8","12.3","57","25","5.8","12.3"
"2015-04-17","4","9","19","-0.1","9","19","4","","0","6","6","3.6","5","1001.9","6.1","10.7","55","39","6.1","10.7"
"2015-04-18","5","8","16","1.1","8","16","5","","3.5","2","5","3","4","991.9","3.3","7.8","72","46","3.3","7.8"
"2015-04-19","1","9","20","-1.9","9","20","1","","3.9","6","6","3","6","994.3","2.5","8.3","78","39","2.5","8.3"
"2015-04-20","6","12","23","3.9","12","23","6","","8.9","2","3","3.4","5","994.5","3.8","11.3","78","50","3.8","11.3"
"2015-04-21","8","10","14","4.3","10","14","8","","3.6","4","4","4","8","994.6","4.3","8.6","72","49","4.3","8.6"
"2015-04-22","2","8","19","-1.9","8","19","2","","0","4","4","2.4","4","997.8","4.6","10.9","66","33","4.6","10.9"
"2015-04-23","5","8","13","3.1","8","13","5","","1.2","2","4","2.4","4","992.1","2.3","4.5","79","63","2.3","4.5"
"2015-04-24","1","9","19","-4.4","9","19","1","","0","4","4","5.3","8","993.8","5","8.5","56","35","5","8.5"
"2015-04-25","4","9","16","-4.7","9","16","4","","1","4","4","6.5","8","990.6","5.7","10.8","53","29","5.7","10.8"
"2015-04-26","0","7","18","-5.1","7","18","0","","4.6","4","4","3.3","5","987","3.5","9.6","67","30","3.5","9.6"
"2015-04-27","1","7","15","-8.9","7","15","1","","4.9","3","3","5.9","9","992.9","3.3","7.5","65","29","3.3","7.5"
"2015-04-28","-1","6","13","-9.7","6","13","-1","","0","4","4","3.8","9","1007.8","4","7.8","60","29","4","7.8"
"2015-04-29","-2","9","21","-7.4","9","21","-2","","0","4","7","2.4","5","1015","5.9","12.6","55","23","5.9","12.6"
"2015-04-30","3","12","25","-3.1","12","25","3","","0","5","1","3.5","5","1011.2","10.5","19.1","41","30","10.5","19.1"
"2015-05-01","7","17","31","-2.6","17","31","7","","0","7","7","2.4","4","1012","13.5","24.5","42","17","13.5","24.5"
"2015-05-02","6","13","23","-3.2","13","23","6","","0","4","7","6.4","13","1014.5","6.3","11.5","57","30","6.3","11.5"
"2015-05-03","3","12","23","-4.8","12","23","3","","0","7","7","8.4","11","1019.1","8.9","15.6","40","23","8.9","15.6"
"2015-05-04","5","14","25","-5.4","14","25","5","","0","4","1","6","10","1011.6","12.1","19.9","32","18","12.1","19.9"
"2015-05-05","9","15","24","-5","15","24","9","","0","2","3","4.4","6","1002.7","14.2","24.7","33","15","14.2","24.7"
"2015-05-06","7","19","32","1.4","19","32","7","","0","6","4","3.5","6","995.8","10.1","19.3","56","36","10.1","19.3"
"2015-05-07","10","16","26","-0.6","16","26","10","","0.1","6","5","5.3","8","1001","7.6","13","51","32","7.6","13"
"2015-05-08","9","16","25","5.8","16","25","9","","3.3","2","3","4.6","7","998.8","4.5","9.4","74","55","4.5","9.4"
"2015-05-09","12","15","20","9.1","15","20","12","","17.1","2","5","5.8","9","988.1","2.6","5.6","86","71","2.6","5.6"
"2015-05-10","10","14","23","3.8","14","23","10","","0.1","6","6","4.3","6","990.3","4.3","8.2","71","51","4.3","8.2"
"2015-05-11","8","10","13","3.1","10","13","8","","0","2","2","4","6","1001.5","2.2","3.7","80","68","2.2","3.7"
"2015-05-12","5","14","27","3.1","14","27","5","","0","6","6","1.9","4","1010.3","6.6","13.3","64","39","6.6","13.3"
"2015-05-13","6","15","26","0.1","15","26","6","","0","6","4","0.4","2","1010","8","17.2","59","26","8","17.2"
"2015-05-14","10","18","29","-3.9","18","29","10","","0","6","6","3.3","7","1005.7","10.8","19.2","48","20","10.8","19.2"
"2015-05-15","10","18","28","-4.4","18","28","10","","0","6","7","4.9","8","1004.1","12.2","23","46","16","12.2","23"
"2015-05-16","11","16","22","0.2","16","22","11","","0","2","4","5.8","8","996.1","12.5","21.2","44","23","12.5","21.2"
"2015-05-17","13","15","22","2.9","15","22","13","","8.9","2","3","3.9","8","987.1","5.9","13.9","69","36","5.9","13.9"
"2015-05-18","9","15","25","4.8","15","25","9","","1.3","6","6","3.5","5","993.5","5.8","14.2","69","38","5.8","14.2"
"2015-05-19","8","15","24","5.2","15","24","8","","0","6","6","4.3","6","993.7","4.6","10.3","72","46","4.6","10.3"
"2015-05-20","10","11","15","4.2","11","15","10","","3.4","2","6","6.1","11","989.3","3.1","4.4","75","65","3.1","4.4"
"2015-05-21","9","12","19","7.3","12","19","9","","3.7","2","2","3.6","6","987.9","2","5","85","67","2","5"
"2015-05-22","8","14","24","-1.4","14","24","8","","0.4","3","3","4.4","7","994","5.4","10.8","64","34","5.4","10.8"
"2015-05-23","6","15","26","-3.7","15","26","6","","0","6","4","3.8","5","998.7","7.2","16.4","57","22","7.2","16.4"
"2015-05-24","11","18","29","2.8","18","29","11","","0","2","3","1.8","2","998.1","7.3","10.5","58","48","7.3","10.5"
"2015-05-25","10","21","35","3.2","21","35","10","","0.4","3","5","2.5","4","1001.9","7.5","12.5","58","38","7.5","12.5"
"2015-05-26","8","18","30","4.5","18","30","8","","0","4","4","2.9","5","1004.9","8.1","17.2","61","34","8.1","17.2"
"2015-05-27","9","20","35","1.8","20","35","9","","0","6","1","0.9","2","1006.5","10.5","20.4","56","28","10.5","20.4"
"2015-05-28","13","23","36","5.3","23","36","13","","0","6","6","3","6","1000.5","12.3","22","52","29","12.3","22"
"2015-05-29","9","22","39","5.1","22","39","9","","0","5","4","2","3","1004.1","10.8","18.5","52","33","10.8","18.5"
"2015-05-30","13","24","40","8.8","24","40","13","","0","2","3","2.1","4","1006.2","10.3","18.5","59","41","10.3","18.5"
"2015-05-31","17","24","40","12.9","24","40","17","","4.9","6","6","2.1","3","1005.1","7.6","13.5","72","60","7.6","13.5"
"2015-06-01","18","26","40","14.4","26","40","18","","0","3","5","1.6","3","1007.4","10.5","22.1","69","43","10.5","22.1"
"2015-06-02","19","27","42","13.7","27","42","19","","0","6","5","2.9","7","1007.3","11.6","27.5","64","36","11.6","27.5"
"2015-06-03","18","26","43","15.8","26","43","18","","1.9","5","6","2.3","4","1004.6","10.1","18.3","69","53","10.1","18.3"
"2015-06-04","19","27","42","16.1","27","42","19","","1.9","5","4","1.6","3","1000.8","10.4","23.3","68","45","10.4","23.3"
